type,question,answer,frequently_answer,,,
上课方式,你刚才说的是你发的这图片然后识别一下就可进真播了吗,咱们是用手机上课，开课当天我会把上课链接发给你，微信点链接就能上课学习了,1,,,
上课方式,我要怎么上？,咱们是用手机上课，开课当天我会把上课链接发给你，微信点链接就能上课学习了,1,,,
上课方式,在哪里开课啊,咱们是用手机上课，开课当天我会把上课链接发给你，微信点链接就能上课学习了,1,,,
上课方式,在哪里学习呀,咱们是用手机上课，开课当天我会把上课链接发给你，微信点链接就能上课学习了,1,,,
上课方式,这个怎么学习啊？,咱们是用手机上课，开课当天我会把上课链接发给你，微信点链接就能上课学习了,1,,,
上课方式,这怎么学习呢？,咱们是用手机上课，开课当天我会把上课链接发给你，微信点链接就能上课学习了,1,,,
上课方式,在哪里讲课的,咱们是用手机上课，开课当天我会把上课链接发给你，微信点链接就能上课学习了,1,,,
上课方式,视频上课吗？,咱们是用手机上课，开课当天我会把上课链接发给你，微信点链接就能上课学习了,1,,,
上课方式,直播课还是录播课,咱们是用手机上课，开课当天我会把上课链接发给你，微信点链接就能上课学习了,1,,,
上课方式,还在抖音上吗,这9天课是在微信上就可以看的课程,0,,,
上课方式,那个是个直播视频还是暂时直播那种？,课程不能暂停，回放可以暂停的哈,0,,,
上课内容,学习新概念，学习新思维，心理格局创造未来吗,不是的哈，就是教咱们老百姓常用的一些理财的知识，帮咱们有机会去赚个额外收入的,0,,,
上课内容,能详细点吗？,详细点的就需要您按时听课了同学,0,,,
上课内容,每节课都讲什么？,咱们的课程由浅入深，一天给你讲一个理财知识，课程会讲到基金、股票、国债、国债逆回购，reits等，咱们耐心等待开课哈，学会了有机会让你的生活越来越好,0,,,
上课内容,主要是搞基金吗？,咱们的课程由浅入深，一天给你讲一个理财知识，课程会讲到基金、股票、国债、国债逆回购，reits等，咱们耐心等待开课哈，学会了有机会让你的生活越来越好,0,,,
上课内容,讲什么呀,咱们是9天的免费理财课，给同学们专门去普及理财方法与防骗知识的~，你学会掌握了理财知识和方法以后，有机会让咱们每个月有个千八百甚至上千元的额外收益的哈，你听一节课就知道了同学,1,,,
上课内容,这是干啥的呀/这是干嘛的,咱们是9天的免费理财课，给同学们专门去普及理财方法与防骗知识的~，你学会掌握了理财知识和方法以后，有机会让咱们每个月有个千八百甚至上千元的额外收益的哈，你听一节课就知道了同学,1,,,
上课内容,上什么课,咱们是9天的免费理财课，给同学们专门去普及理财方法与防骗知识的~，你学会掌握了理财知识和方法以后，有机会让咱们每个月有个千八百甚至上千元的额外收益的哈，你听一节课就知道了同学,1,,,
上课内容,我还不明白听课是干嘛的？,咱们是9天的免费理财课，给同学们专门去普及理财方法与防骗知识的~，你学会掌握了理财知识和方法以后，有机会让咱们每个月有个千八百甚至上千元的额外收益的哈，你听一节课就知道了同学,1,,,
上课内容,我不知道讲什么课,咱们是9天的免费理财课，给同学们专门去普及理财方法与防骗知识的~，你学会掌握了理财知识和方法以后，有机会让咱们每个月有个千八百甚至上千元的额外收益的哈，你听一节课就知道了同学,1,,,
上课内容,都是要学什么内容？,咱们是9天的免费理财课，给同学们专门去普及理财方法与防骗知识的~，你学会掌握了理财知识和方法以后，有机会让咱们每个月有个千八百甚至上千元的额外收益的哈，你听一节课就知道了同学,1,,,
上课内容,在你们这群里能学到什么呀？,咱们是9天的免费理财课，给同学们专门去普及理财方法与防骗知识的~，你学会掌握了理财知识和方法以后，有机会让咱们每个月有个千八百甚至上千元的额外收益的哈，你听一节课就知道了同学,1,,,
上课内容,每节课都讲什么？,咱们是9天的免费理财课，给同学们专门去普及理财方法与防骗知识的~，你学会掌握了理财知识和方法以后，有机会让咱们每个月有个千八百甚至上千元的额外收益的哈，你听一节课就知道了同学,1,,,
上课内容,学的什么课？,咱们是9天的免费理财课，给同学们专门去普及理财方法与防骗知识的~，你学会掌握了理财知识和方法以后，有机会让咱们每个月有个千八百甚至上千元的额外收益的哈，你听一节课就知道了同学,1,,,
上课内容,这是做什么的,咱们是9天的免费理财课，给同学们专门去普及理财方法与防骗知识的~，你学会掌握了理财知识和方法以后，有机会让咱们每个月有个千八百甚至上千元的额外收益的哈，你听一节课就知道了同学,1,,,
上课内容,这是属于哪方面的课程,咱们是9天的免费理财课，给同学们专门去普及理财方法与防骗知识的~，你学会掌握了理财知识和方法以后，有机会让咱们每个月有个千八百甚至上千元的额外收益的哈，你听一节课就知道了同学,1,,,
上课内容,这个是什么,咱们是9天的免费理财课，给同学们专门去普及理财方法与防骗知识的~，你学会掌握了理财知识和方法以后，有机会让咱们每个月有个千八百甚至上千元的额外收益的哈，你听一节课就知道了同学,1,,,
上课内容,学了这课有什么用？,咱们是9天的免费理财课，给同学们专门去普及理财方法与防骗知识的~，你学会掌握了理财知识和方法以后，有机会让咱们每个月有个千八百甚至上千元的额外收益的哈，你听一节课就知道了同学,1,,,
上课内容,讲什么,咱们是9天的免费理财课，给同学们专门去普及理财方法与防骗知识的~，你学会掌握了理财知识和方法以后，有机会让咱们每个月有个千八百甚至上千元的额外收益的哈，你听一节课就知道了同学,1,,,
上课内容,讲什么内容,咱们是9天的免费理财课，给同学们专门去普及理财方法与防骗知识的~，你学会掌握了理财知识和方法以后，有机会让咱们每个月有个千八百甚至上千元的额外收益的哈，你听一节课就知道了同学,1,,,
上课内容,听的是什么课？,咱们是9天的免费理财课，给同学们专门去普及理财方法与防骗知识的~，你学会掌握了理财知识和方法以后，有机会让咱们每个月有个千八百甚至上千元的额外收益的哈，你听一节课就知道了同学,1,,,
上课内容,这个群是干啥的老师,咱们是9天的免费理财课，给同学们专门去普及理财方法与防骗知识的~，你学会掌握了理财知识和方法以后，有机会让咱们每个月有个千八百甚至上千元的额外收益的哈，你听一节课就知道了同学,1,,,
上课内容,什么学呀,咱们是9天的免费理财课，给同学们专门去普及理财方法与防骗知识的~，你学会掌握了理财知识和方法以后，有机会让咱们每个月有个千八百甚至上千元的额外收益的哈，你听一节课就知道了同学,1,,,
上课内容,学习什么的,咱们是9天的免费理财课，给同学们专门去普及理财方法与防骗知识的~，你学会掌握了理财知识和方法以后，有机会让咱们每个月有个千八百甚至上千元的额外收益的哈，你听一节课就知道了同学,1,,,
上课内容,学啥课呀？,咱们是9天的免费理财课，给同学们专门去普及理财方法与防骗知识的~，你学会掌握了理财知识和方法以后，有机会让咱们每个月有个千八百甚至上千元的额外收益的哈，你听一节课就知道了同学,1,,,
上课内容,你这个学什么的,咱们是9天的免费理财课，给同学们专门去普及理财方法与防骗知识的~，你学会掌握了理财知识和方法以后，有机会让咱们每个月有个千八百甚至上千元的额外收益的哈，你听一节课就知道了同学,1,,,
上课内容,什么课？,咱们是9天的免费理财课，给同学们专门去普及理财方法与防骗知识的~，你学会掌握了理财知识和方法以后，有机会让咱们每个月有个千八百甚至上千元的额外收益的哈，你听一节课就知道了同学,1,,,
上课内容,这是学什么的,咱们是9天的免费理财课，给同学们专门去普及理财方法与防骗知识的~，你学会掌握了理财知识和方法以后，有机会让咱们每个月有个千八百甚至上千元的额外收益的哈，你听一节课就知道了同学,1,,,
上课内容,你们就是教理财吗,咱们是9天的免费理财课，给同学们专门去普及理财方法与防骗知识的~，你学会掌握了理财知识和方法以后，有机会让咱们每个月有个千八百甚至上千元的额外收益的哈，你听一节课就知道了同学,1,,,
上课内容,这是什么直播？,咱们是9天的免费理财课，给同学们专门去普及理财方法与防骗知识的~，你学会掌握了理财知识和方法以后，有机会让咱们每个月有个千八百甚至上千元的额外收益的哈，你听一节课就知道了同学,1,,,
上课内容,理财做什么理财？,咱们是9天的免费理财课，给同学们专门去普及理财方法与防骗知识的~，你学会掌握了理财知识和方法以后，有机会让咱们每个月有个千八百甚至上千元的额外收益的哈，你听一节课就知道了同学,1,,,
上课内容,这个是干嘛的？,咱们是9天的免费理财课，给同学们专门去普及理财方法与防骗知识的~，你学会掌握了理财知识和方法以后，有机会让咱们每个月有个千八百甚至上千元的额外收益的哈，你听一节课就知道了同学,1,,,
上课内容,你们是干什么的,咱们是9天的免费理财课，给同学们专门去普及理财方法与防骗知识的~，你学会掌握了理财知识和方法以后，有机会让咱们每个月有个千八百甚至上千元的额外收益的哈，你听一节课就知道了同学,1,,,
上课内容,这什么课啊,咱们是9天的免费理财课，给同学们专门去普及理财方法与防骗知识的~，你学会掌握了理财知识和方法以后，有机会让咱们每个月有个千八百甚至上千元的额外收益的哈，你听一节课就知道了同学,1,,,
上课内容,这什么课啊，抖音推广吗,咱们是9天的免费理财课，给同学们专门去普及理财方法与防骗知识的~，你学会掌握了理财知识和方法以后，有机会让咱们每个月有个千八百甚至上千元的额外收益的哈，你听一节课就知道了同学,1,,,
上课内容,老师，你们的是什么课,咱们是9天的免费理财课，给同学们专门去普及理财方法与防骗知识的~，你学会掌握了理财知识和方法以后，有机会让咱们每个月有个千八百甚至上千元的额外收益的哈，你听一节课就知道了同学,1,,,
上课内容,这个有什么用啊,咱们是9天的免费理财课，给同学们专门去普及理财方法与防骗知识的~，你学会掌握了理财知识和方法以后，有机会让咱们每个月有个千八百甚至上千元的额外收益的哈，你听一节课就知道了同学,1,,,
上课内容,课程是什么样的,咱们是9天的免费理财课，给同学们专门去普及理财方法与防骗知识的~，你学会掌握了理财知识和方法以后，有机会让咱们每个月有个千八百甚至上千元的额外收益的哈，你听一节课就知道了同学,1,,,
上课内容,课程学什么,咱们是9天的免费理财课，给同学们专门去普及理财方法与防骗知识的~，你学会掌握了理财知识和方法以后，有机会让咱们每个月有个千八百甚至上千元的额外收益的哈，你听一节课就知道了同学,1,,,
上课内容,上的什么课,咱们是9天的免费理财课，给同学们专门去普及理财方法与防骗知识的~，你学会掌握了理财知识和方法以后，有机会让咱们每个月有个千八百甚至上千元的额外收益的哈，你听一节课就知道了同学,1,,,
上课内容,是学什么,咱们是9天的免费理财课，给同学们专门去普及理财方法与防骗知识的~，你学会掌握了理财知识和方法以后，有机会让咱们每个月有个千八百甚至上千元的额外收益的哈，你听一节课就知道了同学,1,,,
上课内容,学什么,咱们是9天的免费理财课，给同学们专门去普及理财方法与防骗知识的~，你学会掌握了理财知识和方法以后，有机会让咱们每个月有个千八百甚至上千元的额外收益的哈，你听一节课就知道了同学,1,,,
上课内容,学什么内容？,咱们是9天的免费理财课，给同学们专门去普及理财方法与防骗知识的~，你学会掌握了理财知识和方法以后，有机会让咱们每个月有个千八百甚至上千元的额外收益的哈，你听一节课就知道了同学,1,,,
上课内容,学习的是什么,咱们是9天的免费理财课，给同学们专门去普及理财方法与防骗知识的~，你学会掌握了理财知识和方法以后，有机会让咱们每个月有个千八百甚至上千元的额外收益的哈，你听一节课就知道了同学,1,,,
上课内容,这是学什么的？,咱们是9天的免费理财课，给同学们专门去普及理财方法与防骗知识的~，你学会掌握了理财知识和方法以后，有机会让咱们每个月有个千八百甚至上千元的额外收益的哈，你听一节课就知道了同学,1,,,
上课内容,不懂做什么让我想想,咱们是9天的免费理财课，给同学们专门去普及理财方法与防骗知识的~，你学会掌握了理财知识和方法以后，有机会让咱们每个月有个千八百甚至上千元的额外收益的哈，你听一节课就知道了同学,1,,,
上课内容,什么课,咱们是9天的免费理财课，给同学们专门去普及理财方法与防骗知识的~，你学会掌握了理财知识和方法以后，有机会让咱们每个月有个千八百甚至上千元的额外收益的哈，你听一节课就知道了同学,1,,,
上课内容,你这个是什么主要,咱们是9天的免费理财课，给同学们专门去普及理财方法与防骗知识的~，你学会掌握了理财知识和方法以后，有机会让咱们每个月有个千八百甚至上千元的额外收益的哈，你听一节课就知道了同学,1,,,
上课内容,什么时候有财商,咱们是9天的免费理财课，给同学们专门去普及理财方法与防骗知识的~，你学会掌握了理财知识和方法以后，有机会让咱们每个月有个千八百甚至上千元的额外收益的哈，你听一节课就知道了同学,1,,,
上课内容,课是几年级的啊,咱们是9天的免费理财课，给同学们专门去普及理财方法与防骗知识的~，你学会掌握了理财知识和方法以后，有机会让咱们每个月有个千八百甚至上千元的额外收益的哈，你听一节课就知道了同学,1,,,
上课内容,你这是什么课堂哦,咱们是9天的免费理财课，给同学们专门去普及理财方法与防骗知识的~，你学会掌握了理财知识和方法以后，有机会让咱们每个月有个千八百甚至上千元的额外收益的哈，你听一节课就知道了同学,1,,,
上课内容,老师，你把讲课内容发过来我看吧,咱们是9天的免费理财课，给同学们专门去普及理财方法与防骗知识的~，你学会掌握了理财知识和方法以后，有机会让咱们每个月有个千八百甚至上千元的额外收益的哈，你听一节课就知道了同学,1,,,
上课内容,课堂讲的是啥题目？,咱们是9天的免费理财课，给同学们专门去普及理财方法与防骗知识的~，你学会掌握了理财知识和方法以后，有机会让咱们每个月有个千八百甚至上千元的额外收益的哈，你听一节课就知道了同学,1,,,
上课内容,谁讲课的老师呢，咋么理财，是要学赚钱？听课完了就领钱吗？,咱们详细来听一节课就明白啦,0,,,
上课时长,上课时间要多久,8点开始，课程时间大概一个多小时,1,,,
上课时长,老师，这第一节是多长时间,8点开始，课程时间大概一个多小时,1,,,
上课时长,老师请问下上课有多少时间？因为我九点要去接小孩下课。,8点开始，课程时间大概一个多小时,1,,,
上课时长,一节课多长时间,8点开始，课程时间大概一个多小时,1,,,
上课时长,请问课时多长,8点开始，课程时间大概一个多小时,1,,,
上课时长,上课要花多少时间呀？,8点开始，课程时间大概一个多小时,1,,,
上课时长,一节课上多长时间？,8点开始，课程时间大概一个多小时,1,,,
上课时长,一节课要花多少时间？,8点开始，课程时间大概一个多小时,1,,,
上课时长,课程时间是多少,8点开始，课程时间大概一个多小时,1,,,
上课时长,每次上课时间是2小时还是？,8点开始，课程时间大概一个多小时,1,,,
上课时长,课程多长时间,8点开始，课程时间大概一个多小时,1,,,
上课时长,要上多久啊,8点开始，课程时间大概一个多小时,1,,,
上课时长,上多长时间啊,8点开始，课程时间大概一个多小时,1,,,
上课时长,第一节是多少时间呢？老师,8点开始，课程时间大概一个多小时,1,,,
上课时长,晚上8点上课上多久？,8点开始，课程时间大概一个多小时,1,,,
上课时长,一节课多少分钟？,8点开始，课程时间大概一个多小时,1,,,
上课时长,上几个小時的課,8点开始，课程时间大概一个多小时,1,,,
上课时长,多少吋间啊？,8点开始，课程时间大概一个多小时,1,,,
上课时长,不是每天抽20分钟吗？,8点开始，课程时间大概一个多小时,1,,,
上课准备,上课需要做什么,咱们准时上课，课程注意听讲，整理听课笔记就可以，接下来这9天我带你学，哪里不明白随时问我~,0,,,
是否有回放,时间不确定，有回放吗,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,老师你好，怎样开通回放功能,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,时间不一定，能回放吗,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,28号回农村老家有事，回去没有网看不了，能不能看回放？,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,可以看回放吗,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,可以听回放吗,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,请问没时间的情况下有回放看吗,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,怎么看回放？,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,可能不行我可以过后观看嘛,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,可能看不见直播，可以看回播吗？,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,能回放还可以,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,如果赶不上是不是还有回放,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,好的老师，我一般都是七点到八点半有时间，可以听回放吗？,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,前面的课没听到，可以发一下回放吗,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,可以看回放么,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,老师您好！我每天晚上都要九点下班，不能准时参加上课，我下班后可以去看回放，可以吗？,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,课程可以回放，反复收听吗？,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,能听回放吗？,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,如果没有空，可以看回放吗？,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,如果星期一我不能看，可以看回放吗？,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,有回放的吗？我可以看完回放再写吗？,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,这个可以回放吗？,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,如果万一有事错过了有回放吗,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,不能安时到了，转夜班半个月，老刘给我发回放吧，能吗？,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,可以回看不？周末一般有点忙,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,那可以录屏发给我吗？我回家之后看，可以吗,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,我在外面，只能听回放了,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,老师，你好！你们安排的教学：视频可不可以回放？让我们自已有时间多看看。因为我们是大龄学员，上一次课不一定就学会。,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,那个时间我在工作没有时间，只能听回放,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,老师，可以，但是我晚上有团队会，时间上有点重复，请问老师有回放吗,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,老师，请问有回放吗，我每天要晚上10点下班？,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,林老师您好，有回放吗,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,能不能回放回回听重听啊,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,可以把直播的视频发给我吗,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,有录播可以听吗？,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,不是说有回放的吗,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,对可以回放吗,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,老师，启牛学堂有回放视频吗？,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,老师有回放吗？,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,万一没有时间可以看回放吗？,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,8点到9点这段时间我没有时间听，我能不能听回访呀,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,能不能发个视频课程,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,有回放吗？,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,那没时间进去呢怎么办呢？？？,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,有没有直播回放理财课程？可能星期五，晚上7:30可能没空，能看直播回放吗？,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,老师:有回放吗？,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,听完后可以再听回放吗？,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,可能听不完课，8点又开始上班，能不能听回放课程？,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,现在没有回放吗,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,不是说有回放吗,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,老师有回放吗,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,哦，有回放的吧,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,晚上没空，可否有回放吗？,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,回头我看回放吧,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,江老师:您好！因有其他事，不能保证，有课程回放吗,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,没时间，可以看回放吗,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,我现在没时间听，可以看回放吗？,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,我早上有时间学，能看回放吗,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,这时间点不能上，能否提早一点，又或者有回放的吗？,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,"老师我此较忙听课有时没时间,能给点回放我抽空学行吗",可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,7月5号前我都没时间听课，能换个时间吗，有回放吗,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,不能，有回放吗,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,不能回放吗？,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,不行的，我晚八点有瑜伽课，只能看回放,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,不一定，看回放吧,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,不一定跟得上时间，最好能回放你的讲课内容更好。,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,可以看回放？7:45恐怕不行,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,可以看录播回放吗？,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,老师不可以，有回放吗？,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,老师好！我可以听回放吗,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,晚上参加养生课学习，有冲突，能看回放吗？,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,晚上听不了，有回放吗,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,我可以看回放吗,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,我现在上夜班有回放吗？,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,有回放录播吗？,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,到时候有录像吗,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,能听回播吗？,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,这课程有录播吗？,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,上午好！不好意思，我上晚班，晚8点到早8点，实在报歉！有回放吗？,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,我晚上值班，没有时间听课，只能看回放,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,老师你好，这个什么时候都可以看吧？,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,看回放可以,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,老师知道了，哪个时间我没办法听课，我只有听回放了，我就是一巧不不通，我有关注群消息,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,我8点才下班，回家给孩子做饭，可以看回放,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,请问老师，有回放吗,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,我尽量吧，不是有回放吗,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,老师，时间不合适，有回放吗,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,老师，那个时间我听不成课的，只能听回放，爬楼梯,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,没有回放吗,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,晚上我基本没时间听课，如果有回放，就行，如果没有回放，我就只能退出。,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,我们公司也有课，可能有的时候正好同一个时间也有，听回放可以,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,可以回看吗？我这几天都加班到晚上九点，可能没时间,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,直播？没有回放吗,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,我只能看回放，因为那会儿正忙。我在直播间待多久可以呢,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,有指标工具及学习资料与课程回放吗,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,有回放吗？我不敢保证,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,老师我们的课程有回放吗？,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,老师好，8点没时间，有回放吗,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,老师您好，这个课可以看回放吗,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,老师，能看回放吗？,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,有回放的吗,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,课程有回放吗,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,如果我想重复听可以吗？我怕自己记不住,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有回放,有直播完了的回放吗？,可以听回放，回放出来后我单独发给你，你点击回放链接就可以观看课程,1,,,
是否有用,我年纪大了，学这有用吗？,学这个是一定有用的，因为学习理财可以增加咱们理财知识，您可以听听我们免费课程学习一些基本知识，因为您年纪大了，就不建议继续报名后面的收费课程了。,0,,,
书材质,是纸质/实体版本的么,纸质版的，咱们每天按时上课就可以免费包邮到家了,0,,,
书地址,要把地址发你吧,好的，不要着急啊，开课之后我会统计的,0,,,
书地址,需要我填收货地址么,邮寄给你的书，第一节课准时来上课，第二天上午我会统一登记，然后陆续给你邮寄到家，等我通知吧,0,,,
书地址,这两本书籍包邮需要地址吗,纸质版的理财书连续上课4天就可以发出哈，上完第一天课我会找你登记地址的,0,,,
书内容,是不是巴菲特的书籍,不只是关于巴菲特的，咱们一共9本电子书哈,0,,,
